,Etot,Tamb,TambForecast,EtotPeakHour
2019-06-10,0.3429999999999999,27.66,19.54,4
2019-06-11,0.319,25.76,27.66,5
2019-06-12,0.407,25.18,25.76,6
2019-06-13,0.446,29.33,25.18,13
2019-06-14,0.509,28.89,29.33,7
2019-06-15,0.484,26.79,28.89,19
2019-06-16,0.42,25.54,26.79,7
2019-06-17,0.648,21.58,25.54,21
2019-06-18,0.37,20.74,21.58,22
2019-06-19,0.535,28.43,20.74,20
2019-06-20,0.508,29.39,28.43,19
2019-06-21,0.404,20.4,29.39,5
2019-06-22,0.336,16.19,20.4,18
2019-06-23,0.444,19.54,16.19,14
2019-06-24,0.475,29.62,19.54,19
2019-06-25,0.391,30.62,29.62,15
2019-06-26,0.387,32.96,30.62,20
2019-06-27,0.393,34.16,32.96,19
2019-06-28,0.584,35.43,34.16,7
2019-06-29,0.596,33.81,35.43,6
2019-06-30,0.657,32.28,33.81,12
2019-07-01,0.479,29.19,32.28,14
2019-07-02,0.456,29.23,29.19,5
2019-07-03,0.508,33.14,29.23,5
2019-07-04,0.6570000000000001,29.6,33.14,18
2019-07-05,0.534,26.46,29.6,6
2019-07-06,0.946,27.15,26.46,18
2019-07-07,0.5940000000000001,31.0,27.15,6
2019-07-08,0.441,31.01,31.0,21
2019-07-09,0.888,33.25,31.01,18
2019-07-10,0.713,31.34,33.25,19
2019-07-11,0.5750000000000001,35.94,31.34,16
2019-07-12,0.487,34.48,35.94,3
2019-07-13,0.7270000000000001,34.6,34.48,6
2019-07-14,0.896,31.36,34.6,17
2019-07-15,0.595,32.28,31.36,6
2019-07-16,0.568,35.24,32.28,5
2019-07-17,0.5690000000000001,36.63,35.24,6
2019-07-18,0.594,37.02,36.63,15
2019-07-19,0.52,38.13,37.02,5
2019-07-20,0.7450000000000001,29.9,38.13,16
2019-07-21,0.599,29.26,29.9,5
2019-07-22,0.505,26.87,29.26,5
2019-07-23,0.676,31.48,26.87,18
2019-07-24,0.549,35.97,31.48,7
2019-07-25,0.556,30.16,35.97,5
2019-07-26,0.459,33.14,30.16,23
2019-07-27,0.5670000000000001,29.88,33.14,12
2019-07-28,0.5670000000000001,32.95,29.88,5
2019-07-29,0.523,34.94,32.95,20
2019-07-30,0.515,35.42,34.94,7
2019-07-31,0.511,31.7,35.42,5
2019-08-01,0.477,27.3,31.7,11
2019-08-02,0.5519999999999999,31.06,27.3,20
2019-08-03,0.559,35.44,31.06,13
2019-08-04,1.354,32.68,35.44,15
2019-08-05,0.541,31.81,32.68,5
2019-08-06,0.502,36.07,31.81,17
2019-08-07,0.557,32.26,36.07,19
2019-08-08,0.438,27.91,32.26,18
2019-08-09,0.482,36.38,27.91,13
2019-08-10,0.8260000000000001,29.49,36.38,13
2019-08-11,0.739,29.71,29.49,21
2019-08-12,0.7430000000000001,35.66,29.71,12
2019-08-13,0.809,31.84,35.66,9
2019-08-14,1.03,32.36,31.84,20
2019-08-15,1.2080000000000002,35.56,32.36,15
2019-08-16,0.5950000000000001,31.96,35.56,7
2019-08-17,0.6030000000000001,33.8,31.96,7
2019-08-18,1.152,35.75,33.8,10
2019-08-19,0.776,37.32,35.75,14
2019-08-20,0.796,36.5,37.32,14
2019-08-21,0.561,30.7,36.5,10
2019-08-22,1.183,30.14,30.7,7
2019-08-23,1.216,31.02,30.14,16
2019-08-24,0.7690000000000001,31.56,31.02,20
2019-08-25,0.5940000000000001,36.95,31.56,7
2019-08-26,0.5210000000000001,27.48,36.95,6
2019-08-27,0.655,27.13,27.48,13
2019-08-28,1.0870000000000002,35.14,27.13,20
2019-08-29,0.7050000000000001,31.1,35.14,5
2019-08-30,0.772,31.61,31.1,19
2019-08-31,0.788,33.74,31.61,8
2019-09-01,0.8640000000000001,36.47,33.74,19
2019-09-02,1.333,38.51,36.47,21
2019-09-03,0.725,27.61,38.51,16
2019-09-04,0.796,32.88,27.61,6
2019-09-05,0.7970000000000002,35.12,32.88,19
2019-09-06,0.673,27.7,35.12,7
2019-09-07,1.064,32.68,27.7,7
2019-09-08,0.791,24.28,32.68,7
2019-09-09,0.503,29.93,24.28,21
2019-09-10,0.6920000000000001,30.81,29.93,11
2019-09-11,1.011,25.64,30.81,7
2019-09-12,0.761,25.31,25.64,20
2019-09-13,1.118,30.75,25.31,18
2019-09-14,0.751,33.81,30.75,21
2019-09-15,1.142,32.13,33.81,6
2019-09-16,0.574,31.56,32.13,17
2019-09-17,0.621,33.29,31.56,6
2019-09-18,0.5980000000000001,26.81,33.29,18
2019-09-19,0.599,30.98,26.81,17
2019-09-20,0.792,34.3,30.98,6
2019-09-21,0.8750000000000001,24.96,34.3,19
2019-09-22,0.728,26.85,24.96,10
2019-09-23,0.431,26.49,26.85,0
2019-09-24,0.219,31.33,26.49,7
2019-09-25,0.618,28.83,31.33,18
2019-09-26,0.6739999999999999,33.3,28.83,16
2019-09-27,0.738,23.45,33.3,19
2019-09-28,0.646,23.55,23.45,18
2019-09-29,0.8550000000000001,33.92,23.55,21
2019-09-30,0.614,22.77,33.92,19
2019-10-01,2.544,11.73,22.77,17
2019-10-02,1.88,20.47,11.73,19
2019-10-03,1.68,20.72,20.47,22
2019-10-04,0.517,24.51,20.72,20
2019-10-05,1.364,22.72,24.51,23
2019-10-06,1.7249999999999996,20.07,22.72,0
2019-10-07,1.0259999999999998,28.65,20.07,18
2019-10-08,0.793,28.63,28.65,6
2019-10-09,1.826,27.23,28.63,21
2019-10-10,2.885,0.005,27.23,22
2019-10-11,2.978,13.0,0.005,5
2019-10-12,1.751,22.75,13.0,0
2019-10-13,2.538,24.76,22.75,8
2019-10-14,1.857,24.62,24.76,20
2019-10-15,0.8380000000000001,17.09,24.62,21
2019-10-16,1.6919999999999995,28.26,17.09,20
2019-10-17,1.563,26.28,28.26,20
2019-10-18,1.718,17.62,26.28,7
2019-10-19,1.1070000000000002,17.83,17.62,14
2019-10-20,1.849,9.07,17.83,21
2019-10-21,1.779,10.66,9.07,0
2019-10-22,1.7699999999999998,16.65,10.66,6
2019-10-23,2.813999999999999,13.7,16.65,20
2019-10-24,2.7969999999999997,8.39,13.7,7
2019-10-25,1.707,18.74,8.39,15
2019-10-26,1.7829999999999997,23.45,18.74,20
2019-10-27,1.7689999999999997,-0.587,23.45,17
2019-10-28,1.826,0.735,-0.587,19
2019-10-29,1.759,-5.628,0.735,14
2019-10-30,2.115,-2.514,-5.628,14
2019-10-31,1.6689999999999998,8.43,-2.514,19
2019-11-01,1.7969999999999997,2.788,8.43,6
2019-11-02,1.979,11.0,2.788,17
2019-11-03,1.827,15.0,11.0,6
2019-11-04,1.7759999999999998,10.04,15.0,21
2019-11-05,2.101,15.33,10.04,19
2019-11-06,1.846,13.91,15.33,20
2019-11-07,1.831,9.92,13.91,6
2019-11-08,1.7869999999999997,20.71,9.92,23
2019-11-09,1.6609999999999998,25.88,20.71,0
2019-11-10,1.5799999999999996,20.28,25.88,19
2019-11-11,1.747,-1.07,20.28,7
2019-11-12,1.7949999999999997,18.17,-1.07,5
2019-11-13,1.7829999999999997,14.15,18.17,19
2019-11-14,2.348,13.26,14.15,19
2019-11-15,2.4530000000000003,20.85,13.26,18
2019-11-16,1.7879999999999998,17.14,20.85,19
2019-11-17,2.222,14.81,17.14,12
2019-11-18,1.5719999999999998,19.93,14.81,20
2019-11-19,2.372,17.01,19.93,17
2019-11-20,0.959,10.98,17.01,20
2019-11-21,0.5870000000000001,-1.453,10.98,6
2019-11-22,0.424,4.279,-1.453,6
2019-11-23,0.911,14.36,4.279,21
2019-11-24,0.5720000000000001,17.37,14.36,17
2019-11-25,0.53,2.921,17.37,7
2019-11-26,0.8490000000000001,-3.458,2.921,14
2019-11-27,0.558,-3.446,-3.458,5
2019-11-28,0.7969999999999999,-1.766,-3.446,16
2019-11-29,0.6390000000000001,-3.206,-1.766,7
2019-11-30,0.501,2.249,-3.206,17
2019-12-01,0.67,3.151,2.249,15
2019-12-02,1.446,9.47,3.151,19
2019-12-03,0.451,13.72,9.47,21
2019-12-04,0.5299999999999999,12.71,13.72,18
2019-12-05,0.383,5.084,12.71,7
2019-12-06,0.42,11.29,5.084,6
2019-12-07,0.373,18.05,11.29,21
2019-12-08,1.16,14.29,18.05,18
2019-12-09,0.653,6.201,14.29,13
2019-12-10,0.54,4.06,6.201,18
2019-12-11,0.519,10.68,4.06,20
2019-12-12,0.3409999999999999,12.34,10.68,7
2019-12-13,0.491,7.35,12.34,20
2019-12-14,0.3320000000000001,3.143,7.35,19
2019-12-15,1.316,0.575,3.143,20
2019-12-16,0.529,1.511,0.575,12
2019-12-17,0.403,7.11,1.511,12
2019-12-18,0.7180000000000001,13.0,7.11,6
2019-12-19,0.322,8.81,13.0,21
2019-12-20,0.477,12.85,8.81,18
2019-12-21,1.0999999999999996,18.0,12.85,9
2019-12-22,0.508,18.85,18.0,18
2019-12-23,0.537,15.31,18.85,6
2019-12-24,0.447,11.51,15.31,22
2019-12-25,0.5980000000000001,11.88,11.51,18
2019-12-26,0.466,2.659,11.88,0
2019-12-27,0.7680000000000001,3.533,2.659,18
2019-12-28,0.5630000000000001,-1.272,3.533,7
2019-12-29,0.537,0.425,-1.272,18
2019-12-30,0.472,3.589,0.425,22
2019-12-31,1.16,8.65,3.589,19
