,units,n_back,dropout,vloss,sec_elaps
293,432,120,0.1,0.0006980389007367194,28
707,336,288,0.2,0.0006980205071158707,51
420,576,192,0.0,0.0006979399477131665,69
325,672,12,0.0,0.0006978511228226125,22
247,12,432,0.1,0.0006973804556764662,68
352,336,720,0.1,0.0006972695118747652,138
628,720,144,0.0,0.0006970141548663378,73
645,864,192,0.2,0.0006969869718886912,109
314,336,384,0.0,0.000696819624863565,80
170,528,864,0.1,0.0006965600769035518,304
197,576,336,0.2,0.0006961723556742072,104
454,24,24,0.0,0.0006956146098673344,34
196,432,720,0.0,0.0006955367280170321,160
686,12,720,0.1,0.0006954954005777836,124
717,12,528,0.2,0.0006950709503144026,104
521,288,864,0.1,0.0006950576789677143,152
455,120,24,0.2,0.0006950209499336779,21
780,48,144,0.1,0.0006947729852981865,32
809,144,528,0.0,0.000694486137945205,144
560,120,288,0.0,0.0006944842170923948,47
808,96,624,0.0,0.0006944207125343382,100
406,96,12,0.1,0.0006937884609214962,18
626,672,720,0.2,0.0006937111611478031,251
363,12,480,0.0,0.0006935893325135112,91
494,240,672,0.2,0.0006935791461728513,81
735,672,120,0.0,0.000693541020154953,62
162,624,96,0.0,0.0006934016128070652,58
292,240,240,0.1,0.0006930556846782565,50
129,768,528,0.0,0.0006923420005477965,202
227,24,672,0.0,0.0006921355379745364,94
753,48,576,0.2,0.0006918429280631244,81
186,120,12,0.2,0.0006912471144460142,36
475,24,528,0.2,0.0006909531657584012,82
387,12,120,0.0,0.0006909332587383687,37
463,288,768,0.1,0.0006909039802849293,97
508,144,96,0.0,0.000690418528392911,37
491,24,24,0.1,0.0006900872103869915,43
791,24,864,0.1,0.0006900131120346487,125
581,768,72,0.0,0.0006899903528392315,48
612,192,120,0.1,0.0006894847610965371,33
553,240,120,0.1,0.0006893308600410819,34
662,864,336,0.0,0.0006892919773235917,214
465,432,96,0.2,0.0006891945959068835,36
315,240,120,0.0,0.0006888813222758472,53
181,48,288,0.2,0.0006887146737426519,45
323,528,192,0.0,0.0006886613555252552,107
70,288,288,0.0,0.0006882700836285949,61
248,96,768,0.2,0.0006873757229186594,105
713,336,240,0.2,0.0006872366648167372,66
749,432,288,0.2,0.0006870293291285634,85
316,288,624,0.0,0.0006869498174637556,112
592,96,120,0.2,0.0006868619238957763,35
660,528,336,0.1,0.0006864953902550042,108
544,576,768,0.0,0.0006864612805657089,219
255,672,864,0.0,0.000686200219206512,277
752,24,576,0.2,0.0006861600559204817,92
80,72,72,0.0,0.0006857897387817502,28
243,240,120,0.2,0.0006857046391814947,42
488,336,432,0.0,0.0006856988766230643,90
141,720,432,0.0,0.0006855697720311582,159
630,120,48,0.0,0.0006855655228719115,29
237,240,672,0.1,0.00068549660500139,78
412,96,384,0.2,0.000685434730257839,89
172,624,12,0.1,0.0006853486993350089,27
10,624,144,0.2,0.0006850293721072376,41
401,528,48,0.0,0.000684486236423254,38
25,12,144,0.1,0.00068434834247455,51
184,624,120,0.0,0.0006843229057267308,52
741,336,72,0.0,0.0006842827424407005,47
73,144,720,0.1,0.0006838490953668952,109
444,720,720,0.2,0.000683506135828793,254
716,120,48,0.1,0.0006833717925474048,35
360,384,240,0.2,0.0006830937345512211,64
531,768,288,0.2,0.000683034653775394,123
675,96,720,0.0,0.0006827835459262133,109
447,672,144,0.0,0.0006827331962995231,83
225,288,432,0.0,0.0006824654410593212,109
215,672,96,0.0,0.0006822504219599068,48
572,672,72,0.1,0.0006819836562499404,42
125,12,624,0.0,0.0006814997177571058,119
790,72,24,0.0,0.0006812259089201689,28
259,384,48,0.0,0.0006810817285440862,37
395,192,120,0.0,0.0006810228223912418,32
302,24,720,0.1,0.0006809142651036382,99
542,12,336,0.0,0.0006808925536461174,94
731,672,480,0.0,0.0006796338129788637,234
361,288,24,0.1,0.0006795822991989553,21
136,288,12,0.0,0.0006791140767745674,23
167,480,144,0.0,0.0006784659926779568,49
650,480,576,0.0,0.0006783955614082515,159
179,96,192,0.1,0.0006783176213502884,39
340,120,624,0.1,0.0006776705267839134,77
526,576,720,0.1,0.0006776488735340536,141
269,432,240,0.0,0.0006774886278435588,83
210,432,432,0.0,0.0006771800690330565,102
94,384,768,0.2,0.0006769587635062635,153
655,336,768,0.1,0.0006769043975509703,154
